,0
2013049,1
2013050,2
2013051,1
2013052,1
2013053,5
2013054,10
2013055,4
2013056,2
2013057,6
2013058,2
2013059,5
2013060,3
2013061,6
2013062,4
2013063,11
2013064,8
2013065,4
2013066,10
2013067,11
2013068,5
2013069,2
2013070,9
2013071,9
2013072,4
2013073,10
2013074,5
2013075,9
2013076,3
2013077,11
2013078,2
2013079,8
2013080,10
2013081,3
2013082,9
2013083,4
2013084,6
2013085,11
2013086,10
2013087,2
2013088,8
2013089,3
2013090,10
2013091,2
2013092,1
2013093,10
2013094,9
2013095,3
2013096,7
2013097,9
2013098,10
2013099,1
2013100,11
2013101,10
2013102,3
2013103,2
2013104,5
2013105,3
2014001,8
2014002,10
2014003,1
2014004,10
2014005,4
2014006,8
2014007,5
2014008,9
2014009,9
2014010,4
2014011,10
2014012,2
2014013,7
2014014,7
2014015,7
2014016,4
2014017,7
2014018,1
2014019,8
2014020,7
2014021,5
2014022,10
2014023,5
2014024,2
2014025,7
2014026,8
2014027,11
2014028,4
2014029,11
2014030,11
2014031,7
2014032,1
2014033,1
2014034,11
2014035,2
2014036,1
2014037,7
2014038,2
2014039,3
2014040,9
2014041,9
2014042,6
2014043,6
2014044,10
2014045,11
2014046,11
2014047,9
2014048,9
2014049,2
2014050,7
2014051,10
2014052,10
2014053,2
2014054,4
2014055,4
2014056,3
2014057,11
2014058,8
2014059,9
2014060,3
2014061,5
2014062,5
2014063,9
2014064,2
2014065,8
2014066,8
2014067,2
2014068,4
2014069,6
2014070,1
2014071,3
2014072,8
2014073,11
2014074,2
2014075,3
2014076,7
2014077,2
2014078,7
2014079,5
2014080,1
2014081,10
2014082,3
2014083,10
2014084,10
2014085,1
2014086,2
2014087,3
2014088,5
2014089,1
2014090,7
2014091,5
2014092,4
2014093,10
2014094,6
2014095,4
2014096,1
2014097,2
2014098,4
2014099,6
2014100,8
2014101,8
2014102,2
2014103,3
2014104,8
2015001,6
2015002,3
2015003,11
2015004,9
2015005,3
2015006,8
2015007,1
2015008,8
2015009,8
2015010,7
2015011,7
2015012,10
2015013,11
2015014,1
2015015,7
2015016,11
2015017,9
2015018,7
2015019,2
2015020,2
2015021,1
2015022,1
2015023,10
2015024,10
2015025,6
2015026,9
2015027,2
2015028,5
2015029,9
2015030,1
2015031,8
2015032,1
2015033,10
2015034,7
2015035,10
2015036,8
2015037,3
2015038,6
2015039,8
2015040,8
2015041,11
2015042,5
2015043,6
2015044,8
2015045,1
2015046,6
2015047,7
2015048,9
2015049,3
2015050,9
2015051,7
2015052,8
2015053,9
2015054,3
2015055,4
2015056,8
2015057,7
2015058,7
2015059,11
2015060,7
2015061,9
2015062,9
2015063,11
2015064,11
2015065,5
2015066,9
2015067,6
2015068,2
2015069,7
2015070,1
2015071,10
2015072,4
2015073,1
2015074,8
2015075,7
2015076,10
2015077,2
2015078,9
2015079,2
2015080,8
2015081,11
2015082,3
2015083,10
2015084,10
2015085,8
2015086,6
2015087,7
2015088,6
2015089,10
2015090,8
2015091,2
2015092,10
2015093,7
2015094,11
2015095,8
2015096,8
2015097,1
2015098,11
2015099,6
2015100,11
2015101,6
2015102,10
2015103,3
2015104,7
2016001,7
2016002,10
2016003,8
2016004,8
2016005,11
2016006,2
2016007,8
2016008,9
2016009,7
2016010,2
2016011,8
2016012,5
2016013,2
2016014,10
2016015,9
2016016,1
2016017,11
2016018,10
2016019,5
2016020,1
2016021,6
2016022,2
2016023,11
2016024,8
2016025,5
2016026,11
2016027,9
2016028,2
2016029,6
2016030,2
2016031,7
2016032,2
2016033,10
2016034,5
2016035,11
2016036,7
2016037,1
2016038,5
2016039,11
2016040,10
2016041,9
2016042,6
2016043,8
2016044,7
2016045,10
2016046,5
2016047,9
2016048,9
2016049,4
2016050,1
2016051,10
2016052,4
2016053,1
2016054,3
2016055,4
2016056,10
2016057,8
2016058,3
2016059,5
2016060,2
2016061,2
2016062,6
2016063,7
2016064,5
2016065,2
2016066,8
2016067,5
2016068,4
2016069,8
2016070,8
2016071,11
2016072,10
2016073,3
2016074,1
2016075,11
2016076,6
2016077,3
2016078,12
2016079,2
2016080,11
2016081,9
2016082,11
2016083,1
2016084,6
2016085,8
2016086,1
2016087,2
2016088,1
2016089,3
2016090,8
2016091,2
2016092,7
2016093,6
2016094,2
2016095,11
2016096,9
2016097,12
2016098,4
2016099,5
2016100,2
2016101,4
2016102,2
2016103,2
2016104,12
2016105,3
2017001,1
2017002,11
2017003,9
2017004,7
2017005,2
2017006,5
2017007,8
2017008,5
2017009,9
2017010,5
2017011,8
2017012,2
2017013,10
2017014,9
2017015,3
2017016,9
2017017,12
2017018,1
2017019,4
2017020,11
2017021,6
2017022,3
2017023,4
2017024,9
2017025,10
2017026,12
2017027,6
2017028,6
2017029,2
2017030,10
2017031,5
2017032,5
2017033,9
2017034,2
2017035,11
2017036,3
2017037,6
2017038,9
2017039,8
2017040,4
2017041,4
2017042,10
2017043,6
2017044,3
2017045,3
2017046,10
2017047,4
2017048,12
2017049,10
2017050,7
2017051,3
2017052,8
2017053,5
2017054,6
2017055,10
2017056,7
2017057,5
2017058,5
2017059,2
2017060,2
2017061,8
2017062,2
2017063,5
2017064,5
2017065,10
2017066,8
2017067,5
2017068,12
2017069,5
2017070,8
2017071,1
2017072,5
2017073,11
2017074,12
2017075,2
2017076,1
2017077,6
2017078,7
2017079,5
2017080,7
2017081,3
2017082,11
2017083,3
2017084,8
2017085,7
2017086,4
2017087,5
2017088,9
2017089,2
2017090,9
2017091,10
2017092,12
2017093,5
2017094,3
2017095,7
2017096,12
2017097,7
2017098,3
2017099,8
2017100,2
2017101,7
2017102,6
2017103,2
2017104,12
2018001,8
2018002,8
2018003,2
2018004,4
2018005,12
2018006,7
2018007,8
2018008,4
2018009,4
2018010,3
2018011,12
2018012,1
2018013,1
2018014,4
2018015,5
2018016,7
2018017,8
2018018,12
2018019,9
2018020,1
2018021,6
2018022,10
2018023,11
2018024,8
2018025,10
2018026,11
2018027,5
2018028,8
2018029,12
2018030,6
2018031,4
2018032,7
2018033,7
2018034,12
2018035,6
2018036,9
2018037,2
2018038,8
2018039,12
2018040,3
2018041,12
2018042,5
2018043,2
2018044,5
2018045,4
2018046,2
2018047,8
2018048,12
2018049,4
2018050,2
2018051,4
2018052,12
2018053,3
2018054,2
2018055,7
2018056,12
2018057,11
2018058,6
2018059,9
2018060,6
2018061,11
2018062,6
2018063,8
2018064,3
2018065,11
2018066,12
2018067,10
2018068,1
2018069,8
2018070,6
2018071,4
2018072,8
2018073,3
2018074,3
2018075,12
2018076,4
2018077,7
2018078,9
2018079,3
2018080,3
2018081,8
2018082,5
2018083,6
2018084,3
2018085,2
2018086,9
2018087,12
2018088,7
2018089,9
2018090,12
2018091,3
2018092,1
2018093,12
2018094,10
2018095,2
2018096,1
2018097,9
2018098,10
2018099,3
2018100,2
2018101,5
2018102,3
2018103,2
2018104,12
2019001,6
2019002,6
2019003,11
2019004,1
2019005,6
2019006,10
2019007,10
2019008,10
2019009,3
2019010,1
2019011,3
2019012,10
2019013,5
2019014,10
2019015,7
2019016,3
2019017,3
2019018,11
2019019,11
2019020,4
2019021,2
2019022,9
2019023,7
2019024,6
2019025,6
2019026,10
2019027,7
2019028,3
2019029,11
2019030,9
2019031,11
2019032,5
2019033,2
2019034,9
2019035,11
2019036,6
2019037,11
2019038,1
2019039,10
2019040,7
2019041,8
2019042,6
2019043,5
2019044,1
2019045,2
2019046,5
2019047,12
2019048,7
2019049,7
2019050,7
2019051,9
2019052,11
2019053,8
2019054,6
2019055,6
2019056,4
2019057,7
2019058,2
2019059,3
2019060,3
2019061,6
2019062,2
2019063,12
2019064,10
2019065,3
2019066,5
2019067,4
2019068,2
2019069,1
2019070,4
2019071,7
2019072,2
2019073,6
2019074,7
2019075,12
2019076,8
2019077,2
2019078,2
2019079,1
2019080,6
2019081,12
2019082,6
2019083,5
2019084,12
2019085,8
2019086,10
2019087,5
2019088,7
2019089,2
2019090,8
2019091,4
2019092,11
2019093,6
2019094,11
2019095,8
2019096,8
2019097,4
2019098,10
2019099,2
2019100,10
2019101,6
2019102,4
2019103,6
2019104,10
2019105,2
2020001,8
2020002,6
2020003,6
2020004,8
2020005,3
2020006,5
2020007,5
2020008,4
2020009,4
20200010,7
20200011,3
20200012,10
20200013,6
20200014,2
20200015,9
20200016,4
20200017,3
20200018,1
20200019,1
20200020,12
20200021,9
20200022,2
20200023,12
20200024,10
20200025,2
20200026,1
20200027,6
20200028,12
20200029,4
20200030,4
20200031,11
20200032,8
20200033,4
20200034,5
20200035,6
20200036,2
20200037,7
20200038,11
20200039,6
20200040,7
20200041,7
20200042,6
20200043,8
20200044,7
20200045,3
20200046,2
20200047,8
20200048,10
20200049,11
20200050,1
20200051,11
20200052,10
20200053,6
20200054,10
20200055,7
20200056,10
20200057,9
20200058,4
20200059,4
20200060,2
20200061,5
20200062,5
20200063,6
20200064,9
20200065,12
20200066,5
20200067,3
20200068,8
20200069,7
20200070,11
20200071,4
20200072,9
20200073,9
20200074,6
20200075,7
20200076,6
20200077,7
20200078,12
20200079,3
20200080,9
20200081,5
20200082,1
20200083,3
20200084,3
20200085,12
20200086,3
20200087,3
20200088,6
20200089,2
20200090,5
20200091,10
20200092,2
20200093,7
20200094,8
20200095,8
20200096,4
20200097,11
20200098,12
20200099,12
20200100,1
20200101,8
20200102,4
20200103,5
20200104,3
20211001,9
20211002,1
20211003,6
20211004,9
20211005,3
20211006,6
20211007,6
20211008,8
20211009,1
20211010,12
20211011,2
20211012,10
20211013,8
20211014,7
20211015,7
20211016,1
20211017,6
20211018,7
20211019,10
20211020,12
20211021,11
20211022,6
20211023,1
20211024,9
20211025,3
20211026,4
20211027,5
20211028,7
20211029,11
20211030,2
20211031,5
20211032,10
20211033,8
20211034,10
20211035,2
20211036,4
20211037,8
20211038,5
20211039,11
20211040,12
20211041,3
20211042,2
20211043,12
20211044,6
20211045,4
20211046,7
20211047,11
20211048,3
20211049,5
20211050,3
20211051,3
20211052,5
20211053,10
20211054,11
20211055,4
20211056,4
20211057,11
20211058,9
20211059,2
20211060,10
20211061,10
20211062,11
20211063,4
20211064,7
20211065,12
20211066,4
20211067,9
20211068,10
20211069,8
20211070,10
20211071,7
20211072,9
20211073,8
20211074,8
20211075,1
20211076,2
20211077,12
20211078,1
20211079,12
20211080,9
20211081,5
20211082,11
20211083,2
20211084,6
20211085,12
20211086,1
20211087,3
20211088,1
20211089,8
20211090,1
20211091,6
20211092,3
20211093,2
20211094,7
20211095,7
20211096,1
20211097,10
20211098,11
20211099,2
20211100,6
20211101,7
20211102,3
20211103,5
20211104,12
20211105,6
20222001,11
20222002,11
20222003,9
20222004,9
20222005,2
20222006,7
20222007,4
20222008,9
20222009,6
20222010,3
20222011,10
20222012,11
20222013,2
20222014,10
20222015,3
20222016,5
20222017,3
20222018,12
20222019,2
20222020,2
20222021,2
20222022,6
20222023,11
20222024,5
20222025,6
20222026,4
20222027,6
20222028,11
20222029,2
20222030,5
20222031,6
20222032,1
20222033,8
20222034,3
20222035,3
20222036,3
20222037,9
20222038,4
20222039,11
20222040,9
20222041,2
20222042,5
20222043,9
20222044,11
20222045,6
20222046,12
20222047,11
20222048,11
20222049,8
20222050,8
20222051,2
20222052,3
20222053,6
20222054,4
20222055,6
20222056,7
20222057,12
20222058,4
20222059,1
20222060,3
20222061,8
20222062,8
20222063,5
20222064,6
20222065,8
20222066,6
20222067,3
20222068,11
20222069,4
20222070,12
20222071,5
20222072,9
20222073,11
20222074,4
20222075,3
20222076,3
20222077,1
20222078,12
20222079,3
20222080,1
20222081,1
20222082,3
20222083,1
20222084,6
20222085,1
20222086,1
20222087,1
20222088,3
20222089,8
20222090,10
20222091,12
20222092,1
20222093,11
20222094,6
20222095,8
20222096,6
20222097,12
20222098,1
20222099,11
20222100,2
20222101,5
20222102,11
20222103,3
20222104,9
20233001,3
20233002,4
20233003,3
20233004,5
20233005,6
20233006,11
20233007,11
20233008,10
20233009,7
20233010,3
20233011,3
20233012,8
20233013,3
20233014,9
20233015,7
20233016,3
20233017,5
20233018,11
20233019,11
20233020,2
20233021,11
20233022,11
20233023,2
20233024,6
20233025,10
20233026,5
20233027,8
20233028,6
20233029,10
20233030,6
20233031,10
20233032,2
20233033,1
20233034,10
20233035,7
20233036,7
20233037,7
20233038,4
20233039,11
20233040,9
20233041,2
20233042,7
20233043,2
20233044,11
20233045,2
20233046,12
20233047,6
20233048,11
20233049,5
20233050,11
20233051,1
20233052,7
20233053,2
20233054,4
20233055,9
20233056,6
20233057,1
20233058,7
20233059,6
20233060,6
20233061,11
20233062,3
20233063,3
20233064,5
20233065,10
20233066,12
20233067,7
20233068,10
20233069,8
20233070,6
20233071,12
20233072,3
20233073,2
20233074,11
20233075,5
20233076,5
20233077,7
20233078,2
20233079,4
20233080,9
20233081,9
20233082,2
20233083,3
20233084,1
20233085,9
20233086,3
20233087,2
20233088,5
20233089,4
20233090,2
20233091,5
20233092,7
20233093,3
20233094,1
20233095,8
20233096,12
20233097,9
20233098,8
20233099,12
20233100,5
20233101,2
20233102,4
20233103,10
20233104,6
20244001,10
20244002,3
20244003,1
20244004,12
20244005,8
20244006,12
20244007,3
20244008,9
20244009,5
20244010,5
20244011,5
20244012,9
20244013,4
20244014,2
20244015,3
20244016,12
20244017,6
20244018,4
20244019,3
20244020,7
20244021,12
20244022,5
20244023,3
20244024,10
20244025,6
20244026,1
20244027,5
20244028,8
20244029,10
20244030,2
20244031,7
20244032,3
20244033,10
20244034,4
20244035,1
20244036,3
