,0
2013049,33
2013050,11
2013051,13
2013052,1
2013053,13
2013054,4
2013055,16
2013056,42
2013057,34
2013058,35
2013059,14
2013060,38
2013061,14
2013062,36
2013063,47
2013064,4
2013065,20
2013066,20
2013067,11
2013068,37
2013069,40
2013070,25
2013071,18
2013072,11
2013073,28
2013074,27
2013075,17
2013076,11
2013077,20
2013078,15
2013079,44
2013080,35
2013081,24
2013082,17
2013083,18
2013084,36
2013085,33
2013086,31
2013087,9
2013088,33
2013089,38
2013090,20
2013091,48
2013092,42
2013093,14
2013094,26
2013095,27
2013096,23
2013097,6
2013098,31
2013099,50
2013100,22
2013101,6
2013102,22
2013103,31
2013104,22
2013105,45
2014001,44
2014002,45
2014003,27
2014004,18
2014005,19
2014006,42
2014007,41
2014008,23
2014009,15
2014010,1
2014011,19
2014012,25
2014013,39
2014014,37
2014015,13
2014016,21
2014017,44
2014018,22
2014019,10
2014020,4
2014021,24
2014022,36
2014023,7
2014024,50
2014025,43
2014026,38
2014027,45
2014028,11
2014029,33
2014030,50
2014031,47
2014032,46
2014033,49
2014034,26
2014035,42
2014036,5
2014037,28
2014038,34
2014039,23
2014040,5
2014041,3
2014042,13
2014043,41
2014044,39
2014045,40
2014046,18
2014047,22
2014048,13
2014049,38
2014050,1
2014051,34
2014052,25
2014053,18
2014054,18
2014055,35
2014056,27
2014057,41
2014058,43
2014059,24
2014060,23
2014061,44
2014062,21
2014063,21
2014064,19
2014065,21
2014066,34
2014067,17
2014068,48
2014069,38
2014070,45
2014071,50
2014072,35
2014073,9
2014074,30
2014075,34
2014076,35
2014077,35
2014078,13
2014079,23
2014080,30
2014081,42
2014082,23
2014083,13
2014084,33
2014085,20
2014086,17
2014087,41
2014088,13
2014089,13
2014090,14
2014091,32
2014092,2
2014093,32
2014094,7
2014095,23
2014096,25
2014097,8
2014098,1
2014099,2
2014100,7
2014101,44
2014102,25
2014103,45
2014104,18
2015001,25
2015002,38
2015003,32
2015004,31
2015005,32
2015006,47
2015007,45
2015008,33
2015009,24
2015010,44
2015011,30
2015012,45
2015013,12
2015014,2
2015015,46
2015016,28
2015017,25
2015018,21
2015019,30
2015020,30
2015021,5
2015022,23
2015023,14
2015024,10
2015025,39
2015026,28
2015027,37
2015028,25
2015029,43
2015030,34
2015031,2
2015032,42
2015033,5
2015034,24
2015035,26
2015036,17
2015037,19
2015038,30
2015039,42
2015040,37
2015041,44
2015042,24
2015043,20
2015044,7
2015045,7
2015046,34
2015047,10
2015048,10
2015049,14
2015050,38
2015051,19
2015052,28
2015053,18
2015054,41
2015055,8
2015056,18
2015057,48
2015058,29
2015059,46
2015060,23
2015061,21
2015062,15
2015063,5
2015064,16
2015065,4
2015066,10
2015067,4
2015068,33
2015069,34
2015070,27
2015071,8
2015072,14
2015073,50
2015074,8
2015075,34
2015076,14
2015077,37
2015078,49
2015079,35
2015080,32
2015081,42
2015082,15
2015083,43
2015084,19
2015085,7
2015086,20
2015087,13
2015088,27
2015089,40
2015090,39
2015091,10
2015092,37
2015093,49
2015094,14
2015095,16
2015096,15
2015097,27
2015098,29
2015099,5
2015100,27
2015101,6
2015102,41
2015103,27
2015104,36
2016001,37
2016002,10
2016003,33
2016004,10
2016005,38
2016006,30
2016007,10
2016008,40
2016009,32
2016010,21
2016011,32
2016012,6
2016013,49
2016014,22
2016015,13
2016016,32
2016017,50
2016018,7
2016019,23
2016020,14
2016021,43
2016022,10
2016023,49
2016024,49
2016025,36
2016026,25
2016027,25
2016028,19
2016029,8
2016030,1
2016031,32
2016032,14
2016033,43
2016034,42
2016035,25
2016036,34
2016037,48
2016038,2
2016039,28
2016040,27
2016041,9
2016042,17
2016043,27
2016044,30
2016045,31
2016046,49
2016047,35
2016048,50
2016049,1
2016050,35
2016051,19
2016052,37
2016053,50
2016054,29
2016055,18
2016056,3
2016057,11
2016058,37
2016059,45
2016060,49
2016061,26
2016062,46
2016063,16
2016064,43
2016065,50
2016066,37
2016067,6
2016068,31
2016069,9
2016070,42
2016071,40
2016072,12
2016073,4
2016074,16
2016075,5
2016076,41
2016077,39
2016078,6
2016079,44
2016080,38
2016081,30
2016082,37
2016083,34
2016084,25
2016085,9
2016086,15
2016087,43
2016088,20
2016089,11
2016090,47
2016091,49
2016092,7
2016093,27
2016094,10
2016095,23
2016096,27
2016097,32
2016098,1
2016099,40
2016100,50
2016101,10
2016102,27
2016103,39
2016104,22
2016105,22
2017001,27
2017002,14
2017003,29
2017004,7
2017005,4
2017006,10
2017007,1
2017008,45
2017009,17
2017010,4
2017011,38
2017012,26
2017013,40
2017014,19
2017015,41
2017016,2
2017017,31
2017018,2
2017019,37
2017020,49
2017021,5
2017022,29
2017023,23
2017024,21
2017025,13
2017026,26
2017027,33
2017028,10
2017029,5
2017030,20
2017031,17
2017032,13
2017033,9
2017034,25
2017035,25
2017036,43
2017037,22
2017038,28
2017039,8
2017040,12
2017041,8
2017042,5
2017043,48
2017044,42
2017045,40
2017046,39
2017047,3
2017048,42
2017049,43
2017050,31
2017051,17
2017052,50
2017053,25
2017054,37
2017055,26
2017056,14
2017057,27
2017058,1
2017059,44
2017060,9
2017061,24
2017062,30
2017063,15
2017064,48
2017065,30
2017066,42
2017067,12
2017068,7
2017069,12
2017070,7
2017071,18
2017072,47
2017073,17
2017074,49
2017075,21
2017076,31
2017077,29
2017078,32
2017079,6
2017080,1
2017081,4
2017082,37
2017083,26
2017084,27
2017085,9
2017086,23
2017087,12
2017088,5
2017089,19
2017090,36
2017091,40
2017092,36
2017093,28
2017094,24
2017095,1
2017096,46
2017097,11
2017098,32
2017099,20
2017100,42
2017101,38
2017102,30
2017103,4
2017104,48
2018001,10
2018002,38
2018003,49
2018004,30
2018005,34
2018006,3
2018007,23
2018008,15
2018009,15
2018010,39
2018011,28
2018012,22
2018013,44
2018014,32
2018015,25
2018016,17
2018017,31
2018018,7
2018019,44
2018020,9
2018021,9
2018022,4
2018023,39
2018024,5
2018025,40
2018026,47
2018027,3
2018028,47
2018029,14
2018030,50
2018031,15
2018032,39
2018033,44
2018034,40
2018035,42
2018036,6
2018037,35
2018038,34
2018039,16
2018040,31
2018041,11
2018042,16
2018043,43
2018044,17
2018045,46
2018046,46
2018047,38
2018048,23
2018049,7
2018050,39
2018051,34
2018052,21
2018053,29
2018054,8
2018055,33
2018056,14
2018057,50
2018058,2
2018059,23
2018060,23
2018061,34
2018062,38
2018063,29
2018064,44
2018065,1
2018066,24
2018067,16
2018068,36
2018069,46
2018070,42
2018071,5
2018072,31
2018073,18
2018074,40
2018075,32
2018076,7
2018077,6
2018078,8
2018079,29
2018080,8
2018081,45
2018082,4
2018083,28
2018084,3
2018085,2
2018086,31
2018087,27
2018088,37
2018089,36
2018090,17
2018091,7
2018092,10
2018093,48
2018094,30
2018095,16
2018096,10
2018097,19
2018098,11
2018099,13
2018100,12
2018101,18
2018102,2
2018103,4
2018104,16
2019001,25
2019002,7
2019003,32
2019004,48
2019005,22
2019006,16
2019007,49
2019008,16
2019009,14
2019010,41
2019011,43
2019012,12
2019013,36
2019014,38
2019015,8
2019016,33
2019017,47
2019018,19
2019019,10
2019020,17
2019021,13
2019022,24
2019023,6
2019024,43
2019025,43
2019026,23
2019027,26
2019028,45
2019029,41
2019030,28
2019031,49
2019032,49
2019033,44
2019034,35
2019035,26
2019036,20
2019037,20
2019038,45
2019039,25
2019040,16
2019041,32
2019042,30
2019043,7
2019044,26
2019045,32
2019046,16
2019047,46
2019048,1
2019049,40
2019050,8
2019051,34
2019052,33
2019053,44
2019054,2
2019055,7
2019056,31
2019057,13
2019058,17
2019059,19
2019060,2
2019061,27
2019062,44
2019063,12
2019064,41
2019065,13
2019066,42
2019067,24
2019068,17
2019069,8
2019070,49
2019071,11
2019072,22
2019073,30
2019074,1
2019075,45
2019076,50
2019077,48
2019078,43
2019079,18
2019080,41
2019081,15
2019082,45
2019083,34
2019084,22
2019085,5
2019086,50
2019087,42
2019088,2
2019089,14
2019090,8
2019091,25
2019092,13
2019093,15
2019094,48
2019095,3
2019096,42
2019097,31
2019098,1
2019099,47
2019100,9
2019101,1
2019102,24
2019103,14
2019104,26
2019105,31
2020001,5
2020002,37
2020003,44
2020004,39
2020005,8
2020006,10
2020007,6
2020008,27
2020009,23
20200010,21
20200011,15
20200012,26
20200013,35
20200014,32
20200015,23
20200016,42
20200017,11
20200018,44
20200019,43
20200020,43
20200021,3
20200022,7
20200023,9
20200024,12
20200025,41
20200026,12
20200027,16
20200028,14
20200029,17
20200030,34
20200031,32
20200032,10
20200033,5
20200034,28
20200035,20
20200036,27
20200037,38
20200038,9
20200039,23
20200040,32
20200041,22
20200042,4
20200043,11
20200044,22
20200045,11
20200046,36
20200047,39
20200048,9
20200049,5
20200050,46
20200051,26
20200052,42
20200053,4
20200054,33
20200055,38
20200056,22
20200057,27
20200058,15
20200059,28
20200060,17
20200061,46
20200062,2
20200063,20
20200064,13
20200065,10
20200066,34
20200067,35
20200068,37
20200069,16
20200070,8
20200071,29
20200072,35
20200073,38
20200074,25
20200075,45
20200076,39
20200077,45
20200078,14
20200079,45
20200080,36
20200081,11
20200082,41
20200083,40
20200084,5
20200085,23
20200086,15
20200087,16
20200088,7
20200089,37
20200090,3
20200091,17
20200092,25
20200093,50
20200094,33
20200095,14
20200096,49
20200097,38
20200098,46
20200099,13
20200100,9
20200101,21
20200102,10
20200103,21
20200104,40
20211001,16
20211002,42
20211003,23
20211004,34
20211005,10
20211006,35
20211007,47
20211008,37
20211009,36
20211010,18
20211011,12
20211012,5
20211013,7
20211014,25
20211015,48
20211016,9
20211017,12
20211018,49
20211019,46
20211020,21
20211021,4
20211022,25
20211023,44
20211024,26
20211025,12
20211026,24
20211027,47
20211028,21
20211029,8
20211030,16
20211031,11
20211032,46
20211033,19
20211034,49
20211035,28
20211036,13
20211037,38
20211038,46
20211039,38
20211040,39
20211041,13
20211042,21
20211043,40
20211044,10
20211045,20
20211046,26
20211047,33
20211048,31
20211049,20
20211050,24
20211051,29
20211052,12
20211053,29
20211054,42
20211055,19
20211056,11
20211057,5
20211058,48
20211059,50
20211060,21
20211061,10
20211062,23
20211063,21
20211064,9
20211065,44
20211066,12
20211067,19
20211068,36
20211069,46
20211070,5
20211071,13
20211072,7
20211073,7
20211074,38
20211075,7
20211076,25
20211077,12
20211078,7
20211079,19
20211080,14
20211081,42
20211082,45
20211083,21
20211084,4
20211085,12
20211086,44
20211087,10
20211088,43
20211089,25
20211090,25
20211091,15
20211092,32
20211093,26
20211094,17
20211095,20
20211096,19
20211097,21
20211098,31
20211099,21
20211100,19
20211101,1
20211102,38
20211103,2
20211104,29
20211105,7
20222001,41
20222002,2
20222003,23
20222004,6
20222005,30
20222006,35
20222007,6
20222008,10
20222009,36
20222010,38
20222011,34
20222012,13
20222013,20
20222014,41
20222015,32
20222016,10
20222017,24
20222018,20
20222019,12
20222020,22
20222021,26
20222022,1
20222023,29
20222024,29
20222025,33
20222026,45
20222027,1
20222028,38
20222029,47
20222030,48
20222031,46
20222032,6
20222033,4
20222034,36
20222035,48
20222036,24
20222037,3
20222038,45
20222039,28
20222040,23
20222041,13
20222042,34
20222043,13
20222044,12
20222045,6
20222046,26
20222047,40
20222048,22
20222049,36
20222050,44
20222051,10
20222052,6
20222053,25
20222054,46
20222055,18
20222056,17
20222057,6
20222058,29
20222059,5
20222060,48
20222061,48
20222062,3
20222063,18
20222064,42
20222065,25
20222066,2
20222067,39
20222068,23
20222069,10
20222070,45
20222071,44
20222072,17
20222073,9
20222074,10
20222075,11
20222076,35
20222077,4
20222078,16
20222079,28
20222080,27
20222081,35
20222082,48
20222083,3
20222084,28
20222085,7
20222086,35
20222087,48
20222088,2
20222089,32
20222090,2
20222091,21
20222092,13
20222093,29
20222094,19
20222095,38
20222096,12
20222097,25
20222098,46
20222099,3
20222100,15
20222101,20
20222102,17
20222103,31
20222104,42
20233001,29
20233002,16
20233003,11
20233004,4
20233005,46
20233006,6
20233007,27
20233008,19
20233009,12
20233010,32
20233011,47
20233012,13
20233013,24
20233014,27
20233015,41
20233016,34
20233017,33
20233018,3
20233019,24
20233020,16
20233021,46
20233022,5
20233023,1
20233024,25
20233025,16
20233026,34
20233027,33
20233028,28
20233029,16
20233030,4
20233031,21
20233032,8
20233033,45
20233034,23
20233035,44
20233036,8
20233037,28
20233038,44
20233039,6
20233040,27
20233041,5
20233042,25
20233043,47
20233044,3
20233045,13
20233046,26
20233047,16
20233048,7
20233049,28
20233050,3
20233051,22
20233052,25
20233053,36
20233054,12
20233055,28
20233056,29
20233057,35
20233058,35
20233059,7
20233060,7
20233061,27
20233062,31
20233063,8
20233064,13
20233065,32
20233066,25
20233067,9
20233068,35
20233069,40
20233070,43
20233071,48
20233072,20
20233073,5
20233074,45
20233075,31
20233076,23
20233077,6
20233078,9
20233079,6
20233080,43
20233081,33
20233082,26
20233083,20
20233084,40
20233085,16
20233086,48
20233087,40
20233088,47
20233089,10
20233090,42
20233091,50
20233092,50
20233093,47
20233094,15
20233095,44
20233096,10
20233097,20
20233098,30
20233099,39
20233100,13
20233101,43
20233102,49
20233103,27
20233104,36
20244001,18
20244002,4
20244003,9
20244004,16
20244005,21
20244006,27
20244007,23
20244008,19
20244009,27
20244010,42
20244011,7
20244012,35
20244013,18
20244014,14
20244015,31
20244016,49
20244017,3
20244018,20
20244019,36
20244020,11
20244021,38
20244022,40
20244023,18
20244024,8
20244025,26
20244026,35
20244027,1
20244028,37
20244029,46
20244030,16
20244031,31
20244032,20
20244033,49
20244034,2
20244035,47
20244036,49
2004001,29
2004002,47
2004003,18
2004004,4
2004005,15
2004006,33
2004007,3
2004008,12
2004009,10
2004010,14
2004011,6
2004012,6
2004013,15
2004014,1
2004015,29
2004016,6
2004017,34
2004018,47
2004019,40
2004020,35
2004021,24
2004022,5
2004023,31
2004024,7
2004025,9
2004026,44
2004027,41
2004028,35
2004029,44
2004030,15
2004031,36
2004032,15
2004033,26
2004034,45
2004035,48
2004036,14
2004037,1
2004038,38
2004039,49
2004040,4
2004041,34
2004042,34
2004043,11
2004044,43
2004045,19
2004046,29
2004047,47
2005001,47
2005002,29
2005003,10
2005004,7
2005005,40
2005006,25
2005007,20
2005008,27
2005009,37
2005010,43
2005011,23
2005012,38
2005013,47
2005014,25
2005015,42
2005016,24
2005017,9
2005018,12
2005019,31
2005020,47
2005021,31
2005022,3
2005023,47
2005024,10
2005025,8
2005026,5
2005027,36
2005028,1
2005029,41
2005030,19
2005031,2
2005032,40
2005033,11
2005034,40
2005035,4
2005036,50
2005037,12
2005038,34
2005039,48
2005040,21
2005041,11
2005042,33
2005043,47
2005044,36
2005045,36
2005046,18
2005047,47
2005048,20
2005049,38
2005050,3
2005051,37
2005052,43
2006001,14
2006002,33
2006003,50
2006004,15
2006005,9
2006006,6
2006007,38
2006008,1
2006009,10
2006010,21
2006011,5
2006012,28
2006013,45
2006014,29
2006015,26
2006016,22
2006017,33
2006018,16
2006019,20
2006020,25
2006021,12
2006022,48
2006023,39
2006024,1
2006025,9
2006026,15
2006027,7
2006028,7
2006029,38
2006030,29
2006031,32
2006032,46
2006033,50
2006034,28
2006035,7
2006036,32
2006037,26
2006038,49
2006039,24
2006040,11
2006041,38
2006042,47
2006043,44
2006044,44
2006045,14
2006046,33
2006047,40
2006048,8
2006049,17
2006050,9
2006051,43
2006052,6
2007001,36
2007002,25
2007003,13
2007004,23
2007005,27
2007006,46
2007007,20
2007008,22
2007009,48
2007010,3
2007011,31
2007012,5
2007013,46
2007014,29
2007015,38
2007016,32
2007017,7
2007018,35
2007019,49
2007020,34
2007021,50
2007022,42
2007023,25
2007024,40
2007025,16
2007026,33
2007027,4
2007028,31
2007029,10
2007030,21
2007031,37
2007032,49
2007033,42
2007034,42
2007035,23
2007036,34
2007037,5
2007038,17
2007039,44
2007040,35
2007041,21
2007042,34
2007043,38
2007044,3
2007045,36
2007046,33
2007047,48
2007048,12
2007049,4
2007050,36
2007051,44
2007052,20
2008001,10
2008002,50
2008003,16
2008004,9
2008005,45
2008006,28
2008007,12
2008008,4
2008009,49
2008010,7
2008011,35
2008012,22
2008013,29
2008014,47
2008015,25
2008016,7
2008017,26
2008018,45
2008019,42
2008020,9
2008021,9
2008022,49
2008023,19
2008024,44
2008025,36
2008026,5
2008027,48
2008028,11
2008029,44
2008030,15
2008031,22
2008032,16
2008033,17
2008034,29
2008035,37
2008036,39
2008037,37
2008038,19
2008039,33
2008040,13
2008041,22
2008042,10
2008043,15
2008044,3
2008045,17
2008046,10
2008047,21
2008048,11
2008049,21
2008050,42
2008051,46
2008052,2
2009001,29
2009002,15
2009003,17
2009004,33
2009005,35
2009006,20
2009007,40
2009008,9
2009009,5
2009010,25
2009011,26
2009012,35
2009013,36
2009014,32
2009015,9
2009016,21
2009017,24
2009018,31
2009019,23
2009020,42
2009021,14
2009022,2
2009023,40
2009024,6
2009025,16
2009026,11
2009027,46
2009028,6
2009029,8
2009030,35
2009031,20
2009032,31
2009033,8
2009034,31
2009035,49
2009036,6
2009037,12
2009038,41
2009039,18
2009040,24
2009041,46
2009042,31
2009043,18
2009044,33
2009045,45
2009046,32
2009047,28
2009048,13
2009049,19
2009050,44
2009051,35
2009052,5
2010001,27
2010002,14
2010003,26
2010004,27
2010005,30
2010006,34
2010007,1
2010008,38
2010009,29
2010010,49
2010011,26
2010012,30
2010013,8
2010014,12
2010015,24
2010016,26
2010017,7
2010018,22
2010019,6
2010020,43
2010021,50
2010022,32
2010023,17
2010024,36
2010025,31
2010026,8
2010027,36
2010028,49
2010029,45
2010030,37
2010031,3
2010032,13
2010033,47
2010034,5
2010035,30
2010036,47
2010037,21
2010038,38
2010039,48
2010040,6
2010041,39
2010042,2
2010043,11
2010044,16
2010045,33
2010046,7
2010047,15
2010048,36
2010049,46
2010050,10
2010051,29
2010052,42
2010053,43
2011001,1
2011002,24
2011003,13
2011004,23
2011005,11
2011006,12
2011007,49
2011008,13
2011009,25
2011010,37
2011011,26
2011012,6
2011013,22
2011014,23
2011015,6
2011016,48
2011017,25
2011018,20
2011019,45
2011020,11
2011021,21
2011022,10
2011023,24
2011024,49
2011025,10
2011026,50
2011027,40
2011028,3
2011029,48
2011030,21
2011031,20
2011032,5
2011033,44
2011034,31
2011035,29
2011036,40
2011037,42
2011038,33
2011039,25
2011040,15
2011041,25
2011042,19
2011043,14
2011044,18
2011045,34
2011046,37
2011047,1
2011048,31
2011049,6
2011050,22
2011051,2
2011052,26
2011053,50
2011054,34
2011055,49
2011056,42
2011057,19
2011058,48
2011059,40
2011060,44
2011061,23
2011062,18
2011063,4
2011064,12
2011065,37
2011066,2
2011067,22
2011068,20
2011069,23
2011070,11
2011071,4
2011072,1
2011073,22
2011074,24
2011075,38
2011076,26
2011077,11
2011078,7
2011079,20
2011080,47
2011081,18
2011082,23
2011083,1
2011084,24
2011085,25
2011086,43
2012001,45
2012002,10
2012003,30
2012004,21
2012005,22
2012006,27
2012007,6
2012008,44
2012009,38
2012010,19
2012011,17
2012012,31
2012013,42
2012014,47
2012015,14
2012016,12
2012017,1
2012018,11
2012019,27
2012020,32
2012021,25
2012022,50
2012023,15
2012024,9
2012025,27
2012026,23
2012027,18
2012028,45
2012029,22
2012030,43
2012031,49
2012032,29
2012033,48
2012034,30
2012035,41
2012036,40
2012037,48
2012038,13
2012039,50
2012040,43
2012041,41
2012042,22
2012043,25
2012044,36
2012045,37
2012046,5
2012047,48
2012048,27
2012049,50
2012050,19
2012051,35
2012052,28
2012053,2
2012054,38
2012055,24
2012056,35
2012057,43
2012058,10
2012059,4
2012060,14
2012061,4
2012062,42
2012063,34
2012064,17
2012065,42
2012066,33
2012067,38
2012068,19
2012069,25
2012070,16
2012071,17
2012072,13
2012073,37
2012074,44
2012075,39
2012076,34
2012077,27
2012078,30
2012079,21
2012080,18
2012081,10
2012082,17
2012083,40
2012084,44
2012085,38
2012086,6
2012087,25
2012088,3
2012089,20
2012090,14
2012091,21
2012092,41
2012093,45
2012094,40
2012095,6
2012096,40
2012097,28
2012098,31
2012099,9
2012100,11
2012101,44
2012102,3
2012103,32
2012104,27
2013001,2
2013002,27
2013003,47
2013004,29
2013005,22
2013006,27
2013007,48
2013008,37
2013009,36
2013010,34
2013011,45
2013012,11
2013013,5
2013014,42
2013015,44
2013016,36
2013017,17
2013018,36
2013019,19
2013020,23
2013021,10
2013022,39
2013023,19
2013024,12
2013025,26
2013026,46
2013027,41
2013028,17
2013029,48
2013030,15
2013031,22
2013032,8
2013033,1
2013034,16
2013035,40
2013036,34
2013037,13
2013038,45
2013039,8
2013040,50
2013041,8
2013042,40
2013043,13
2013044,28
2013045,40
2013046,45
2013047,25
2013048,48
2013049,17
2013050,36
2013051,35
2013052,47
2013053,11
2013054,33
2013055,38
2013056,33
2013057,47
2013058,13
2013059,44
2013060,29
2013061,4
2013062,48
2013063,16
2013064,23
2013065,47
2013066,24
2013067,50
2013068,26
2013069,38
2013070,17
2013071,16
2013072,32
2013073,30
2013074,6
2013075,21
2013076,38
2013077,10
2013078,11
2013079,48
2013080,6
2013081,33
2013082,23
2013083,27
2013084,47
2013085,29
2013086,38
2013087,10
2013088,29
2013089,12
2013090,42
2013091,40
2013092,3
2013093,19
2013094,13
2013095,23
2013096,7
2013097,29
2013098,36
2013099,24
2013100,23
2013101,8
2013102,17
2013103,43
2013104,6
2013105,24
2014001,27
2014002,20
2014003,2
2014004,20
2014005,33
2014006,35
2014007,35
2014008,48
2014009,31
2014010,33
2014011,47
2014012,8
2014013,4
2014014,26
2014015,17
2014016,25
2014017,32
2014018,5
2014019,40
2014020,44
2014021,6
2014022,34
2014023,39
2014024,26
2014025,19
2014026,18
2014027,28
2014028,29
2014029,30
2014030,47
2014031,31
2014032,15
2014033,44
2014034,18
2014035,4
2014036,19
2014037,3
2014038,13
2014039,37
2014040,36
2014041,47
2014042,26
2014043,24
2014044,32
2014045,25
2014046,21
2014047,28
2014048,37
2014049,49
2014050,7
2014051,45
2014052,18
2014053,43
2014054,22
2014055,5
2014056,15
2014057,43
2014058,50
2014059,9
2014060,35
2014061,46
2014062,42
2014063,35
2014064,7
2014065,30
2014066,47
2014067,49
2014068,45
2014069,26
2014070,25
2014071,23
2014072,19
2014073,33
2014074,35
2014075,8
2014076,14
2014077,47
2014078,15
2014079,50
2014080,21
2014081,47
2014082,32
2014083,48
2014084,27
2014085,3
2014086,40
2014087,13
2014088,6
2014089,38
2014090,36
2014091,38
2014092,36
2014093,7
2014094,36
2014095,6
2014096,3
2014097,48
2014098,3
2014099,15
2014100,3
2014101,23
2014102,9
2014103,27
2014104,39
2015001,49
2015002,30
2015003,45
2015004,21
2015005,29
2015006,15
2015007,29
2015008,5
2015009,15
2015010,17
2015011,10
2015012,20
2015013,39
2015014,18
2015015,10
2015016,25
2015017,14
2015018,13
2015019,49
2015020,2
2015021,22
2015022,44
2015023,42
2015024,39
2015025,32
2015026,20
2015027,49
2015028,50
2015029,22
2015030,32
2015031,34
2015032,17
2015033,40
2015034,28
2015035,20
2015036,10
2015037,49
2015038,14
2015039,44
2015040,31
2015041,35
2015042,7
2015043,48
2015044,41
2015045,2
2015046,17
2015047,37
2015048,36
2015049,20
2015050,4
2015051,6
2015052,15
2015053,44
2015054,33
2015055,15
2015056,36
2015057,22
2015058,44
2015059,2
2015060,49
2015061,16
2015062,39
2015063,21
2015064,3
2015065,44
2015066,19
2015067,16
2015068,50
2015069,30
2015070,45
2015071,45
2015072,40
2015073,10
2015074,15
2015075,33
2015076,23
2015077,30
2015078,26
2015079,7
2015080,29
2015081,47
2015082,12
2015083,7
2015084,30
2015085,32
2015086,25
2015087,17
2015088,49
2015089,38
2015090,13
2015091,18
2015092,23
2015093,30
2015094,17
2015095,30
2015096,45
2015097,18
2015098,12
2015099,21
2015100,35
2015101,26
2015102,18
2015103,40
2015104,32
2016001,38
2016002,6
2016003,26
2016004,30
2016005,19
2016006,38
2016007,30
2016008,24
2016009,23
2016010,10
2016011,27
2016012,13
2016013,28
2016014,50
2016015,14
2016016,23
2016017,5
2016018,28
2016019,40
2016020,23
2016021,1
2016022,5
2016023,21
2016024,12
2016025,12
2016026,19
2016027,2
2016028,40
2016029,49
2016030,5
2016031,37
2016032,44
2016033,26
2016034,17
2016035,28
2016036,8
2016037,40
2016038,26
2016039,42
2016040,39
2016041,30
2016042,34
2016043,13
2016044,26
2016045,39
2016046,19
2016047,42
2016048,42
2016049,18
2016050,17
2016051,39
2016052,32
2016053,13
2016054,10
2016055,8
2016056,41
2016057,14
2016058,19
2016059,24
2016060,10
2016061,50
2016062,38
2016063,24
2016064,44
2016065,36
2016066,46
2016067,5
2016068,45
2016069,30
2016070,13
2016071,16
2016072,34
2016073,11
2016074,4
2016075,22
2016076,4
2016077,42
2016078,13
2016079,17
2016080,7
2016081,27
2016082,20
2016083,19
2016084,17
2016085,23
2016086,21
2016087,10
2016088,6
2016089,12
2016090,9
2016091,3
2016092,15
2016093,12
2016094,5
2016095,5
2016096,21
2016097,6
2016098,7
2016099,37
2016100,48
2016101,6
2016102,13
2016103,16
2016104,39
2016105,29
2017001,49
2017002,49
2017003,35
2017004,50
2017005,25
2017006,27
2017007,23
2017008,20
2017009,44
2017010,50
2017011,4
2017012,7
2017013,24
2017014,33
2017015,49
2017016,43
2017017,10
2017018,11
2017019,50
2017020,31
2017021,44
2017022,36
2017023,20
2017024,17
2017025,46
2017026,45
2017027,9
2017028,2
2017029,31
2017030,4
2017031,45
2017032,22
2017033,32
2017034,30
2017035,19
2017036,30
2017037,16
2017038,29
2017039,30
2017040,9
2017041,42
2017042,39
2017043,38
2017044,33
2017045,20
2017046,27
2017047,22
2017048,15
2017049,11
2017050,21
2017051,21
2017052,39
2017053,10
2017054,20
2017055,42
2017056,20
2017057,1
2017058,26
2017059,43
2017060,31
2017061,21
2017062,41
2017063,40
2017064,28
2017065,46
2017066,24
2017067,17
2017068,1
2017069,32
2017070,3
2017071,29
2017072,24
2017073,29
2017074,13
2017075,1
2017076,39
2017077,1
2017078,7
2017079,50
2017080,9
2017081,37
2017082,50
2017083,17
2017084,23
2017085,33
2017086,16
2017087,43
2017088,33
2017089,41
2017090,29
2017091,39
2017092,26
2017093,10
2017094,50
2017095,12
2017096,29
2017097,44
2017098,22
2017099,37
2017100,30
2017101,46
2017102,24
2017103,17
2017104,8
2018001,21
2018002,20
2018003,38
2018004,21
2018005,31
2018006,17
2018007,8
2018008,24
2018009,35
2018010,34
2018011,17
2018012,31
2018013,10
2018014,50
2018015,14
2018016,28
2018017,3
2018018,34
2018019,20
2018020,14
2018021,13
2018022,27
2018023,29
2018024,50
2018025,20
2018026,28
2018027,40
2018028,29
2018029,39
2018030,34
2018031,33
2018032,3
2018033,30
2018034,12
2018035,15
2018036,12
2018037,25
2018038,3
2018039,4
2018040,5
2018041,1
2018042,15
2018043,6
2018044,40
2018045,9
2018046,8
2018047,23
2018048,49
2018049,19
2018050,41
2018051,16
2018052,40
2018053,12
2018054,48
2018055,26
2018056,4
2018057,6
2018058,43
2018059,2
2018060,11
2018061,20
2018062,36
2018063,28
2018064,20
2018065,15
2018066,2
2018067,49
2018068,50
2018069,4
2018070,30
2018071,28
2018072,27
2018073,9
2018074,33
2018075,45
2018076,37
2018077,20
2018078,50
2018079,37
2018080,26
2018081,44
2018082,12
2018083,42
2018084,47
2018085,1
2018086,18
2018087,23
2018088,5
2018089,24
2018090,37
2018091,13
2018092,28
2018093,19
2018094,5
2018095,4
2018096,26
2018097,45
2018098,37
2018099,7
2018100,38
2018101,39
2018102,34
2018103,43
2018104,35
2019001,8
2019002,11
2019003,31
2019004,31
2019005,35
2019006,46
2019007,41
2019008,13
2019009,24
2019010,26
2019011,14
2019012,13
2019013,50
2019014,27
2019015,18
2019016,29
2019017,15
2019018,26
2019019,46
2019020,24
